identifier,location,name
obsidian-fieldlands,obsidian-fieldlands,Obsidian Fieldlands
old-cemetery,old-cemetery,Old Cemetery
old-cemetery-den-east-common,old-cemetery,Old Cemetery (Den A - East - Common)
old-cemetery-den-east-rare,old-cemetery,Old Cemetery (Den A - East - Rare)
old-cemetery-den-west-common,old-cemetery,Old Cemetery (Den B - West - Common)
old-cemetery-den-west-rare,old-cemetery,Old Cemetery (Den B - West - Rare)
old-chateau,old-chateau,Old Chateau
old-chateau-2f,old-chateau,Old Chateau (2F)
old-chateau-all-rooms-except-eyes,old-chateau,Old Chateau (All Rooms except Eyes)
old-chateau-eye-room,old-chateau,Old Chateau (Eye Room)
olivine-city,olivine-city,Olivine City
olivine-city-port,olivine-city-port,Olivine City (Port)
one-island,one-island,One Island
oni-mountain,oni-mountain,Oni Mountain
oni-mountain-prairie,oni-mountain,Oni Mountain (Prairie)
oni-mountain-riverside,oni-mountain,Oni Mountain (Riverside)
oni-mountain-rocky-area,oni-mountain,Oni Mountain (Rocky Area)
oni-mountain-stream-cave,oni-mountain,Oni Mountain (Stream Cave)
onis-maw,onis-maw,Oni's Maw
onis-maw-cave,onis-maw,Oni's Maw (Cave)
onis-maw-riverside,onis-maw,Oni's Maw (Riverside)
onis-maw-rocky-area,onis-maw,Oni's Maw (Rocky Area)
opelucid-city,opelucid-city,Opelucid City
oreburgh-city,oreburgh-city,Oreburgh City
oreburgh-gate,oreburgh-gate,Oreburgh Gate
oreburgh-gate-1f,oreburgh-gate,Oreburgh Gate (1F)
oreburgh-gate-b1f,oreburgh-gate,Oreburgh Gate (B1F)
oreburgh-mine-b1f,oreburgh-mine,Oreburgh Mine (B1F)
oreburgh-mine-b2f,oreburgh-mine,Oreburgh Mine (B2F)
oreburgh-mining-museum,oreburgh-mining-museum,Oreburgh Mining Museum
oreburrow-tunnel,oreburrow-tunnel,Oreburrow Tunnel
outcast-island,outcast-island,Outcast Island
p2-laboratory,p2-laboratory,P2 Laboratory
pacifidlog-town,pacifidlog-town,Pacifidlog Town
pal-park,route-221-sinnoh,Pal Park
pallet-town,pallet-town,Pallet Town
paniola-ranch,paniola-ranch,Paniola Ranch
paniola-town,paniola-town,Paniola Town
paradise-barrens,paradise-barrens,Paradise Barrens
paradise-barrens-desert,paradise-barrens,Paradise Barrens (Desert)
paradise-barrens-prairie,paradise-barrens,Paradise Barrens (Prairie)
paradise-barrens-rocky-area,paradise-barrens,Paradise Barrens (Rocky Area)
parfum-palace,parfum-palace,Parfum Palace
parfume-palace,parfume-palace,Parfume Palace
pastoria-city,pastoria-city,Pastoria City
pastures,jubilife-village,Pastures
path-to-the-peak,path-to-the-peak,Path to the Peak
path-to-the-peak-den-lower-path-close-to-crown-shrine-common,path-to-the-peak,Path to the Peak (Den A - Lower Path close to Crown Shrine - Common)
path-to-the-peak-den-lower-path-close-to-crown-shrine-rare,path-to-the-peak,Path to the Peak (Den A - Lower Path close to Crown Shrine - Rare)
path-to-the-peak-den-midway-up-slope-towards-peak-common,path-to-the-peak,Path to the Peak (Den B - Midway up slope towards peak - Common)
path-to-the-peak-den-midway-up-slope-towards-peak-rare,path-to-the-peak,Path to the Peak (Den B - Midway up slope towards peak - Rare)
path-to-the-peak-den-uppermost-point-near-tunnel-entrance-common,path-to-the-peak,Path to the Peak (Den C - Uppermost Point near tunnel entrance - Common)
path-to-the-peak-den-uppermost-point-near-tunnel-entrance-rare,path-to-the-peak,Path to the Peak (Den C - Uppermost Point near tunnel entrance - Rare)
pathless-plain,pathless-plain,Pathless Plain
pattern-bush,pattern-bush,Pattern Bush
pearl-settlement,pearl-settlement,Pearl Settlement
petalburg-city,petalburg-city,Petalburg City
petalburg-gym,petalburg-city,Petalburg Gym
petalburg-woods,petalburg-woods,Petalburg Woods
pewter-city,pewter-city,Pewter City
pewter-museum-of-science,pewter-museum-of-science,Pewter Museum of Science
pikachu-valley,pikachu-valley,Pikachu Valley
pinwheel-forest,pinwheel-forest,Pinwheel Forest
pinwheel-forest-inner-area,pinwheel-forest,Pinwheel Forest (Inner Area)
pinwheel-forest-outer-area,pinwheel-forest,Pinwheel Forest (Outer Area)
plains-grotto,poni-plains,Plains Grotto
poco-path,poco-path,Poco Path
poco-path-beach,poco-path,Poco Path (Beach)
poco-path-ocean,poco-path,Poco Path (Ocean)
poco-path-prairie,poco-path,Poco Path (Prairie)
pokeathlon-dome,pokeathlon-dome,Pokéathlon Dome
pokecom-center,goldenrod-city,Pokémon Communication Center
pokemon-league-kalos,pokemon-league-kalos,Pokémon League (Kalos)
pokemon-league-paldea,pokemon-league-paldea,Pokémon League (Paldea)
pokemon-league-paldea-flower,pokemon-league-paldea,Pokémon League (Paldea - Flower)
pokemon-league-paldea-town,pokemon-league-paldea,Pokémon League (Paldea - Town)
pokemon-league-sinnoh,pokemon-league-sinnoh,Pokémon League (Sinnoh)
pokemon-mansion-kanto,pokemon-mansion-kanto,Pokémon Mansion (Kanto)
pokemon-mansion-kanto-1f,pokemon-mansion-kanto,Pokémon Mansion (Kanto - 1F)
pokemon-mansion-kanto-2f,pokemon-mansion-kanto,Pokémon Mansion (Kanto - 2F)
pokemon-mansion-kanto-3f,pokemon-mansion-kanto,Pokémon Mansion (Kanto - 3F)
pokemon-mansion-kanto-b1f,pokemon-mansion-kanto,Pokémon Mansion (Kanto - B1F)
pokemon-mansion-sinnoh,pokemon-mansion-sinnoh,Pokémon Mansion (Sinnoh)
pokemon-network-center,pokemon-network-center,Pokémon Network Center
pokemon-research-lab-kalos,lumiose-city,Pokémon Research Lab (Kalos)
pokemon-tower,pokemon-tower,Pokémon Tower
pokemon-tower-3f,pokemon-tower,Pokémon Tower (3F)
pokemon-tower-4f,pokemon-tower,Pokémon Tower (4F)
pokemon-tower-5f,pokemon-tower,Pokémon Tower (5F)
pokemon-tower-6f,pokemon-tower,Pokémon Tower (6F)
pokemon-tower-7f,pokemon-tower,Pokémon Tower (7F)
pokemon-village,pokemon-village,Pokémon Village
pokemon-world-tournament,pokemon-world-tournament,Pokémon World Tournament
pokestar-studios,pokestar-studios,Pokéstar Studios
polar-biome,polar-biome,Polar Biome
polar-biome-cave,polar-biome,Polar Biome (Cave)
polar-biome-east-mountain-cave,polar-biome,Polar Biome (East Mountain Cave)
polar-biome-iceberg-cave,polar-biome,Polar Biome (Iceberg Cave)
polar-biome-lake,polar-biome,Polar Biome (Lake)
polar-biome-mountain-ocean,polar-biome,Polar Biome (Mountain - Ocean)
polar-biome-mountain-snowfield,polar-biome,Polar Biome (Mountain - Snowfield)
polar-biome-north-mountain-cave,polar-biome,Polar Biome (North Mountain - Cave)
polar-biome-ocean,polar-biome,Polar Biome (Ocean)
polar-biome-polar-plaza-cave,polar-biome,Polar Biome (Polar Plaza Cave)
polar-biome-snowfield,polar-biome,Polar Biome (Snowfield)
poni-breaker-coast,poni-breaker-coast,Poni Breaker Coast
poni-coast,poni-coast,Poni Coast
poni-gauntlet,poni-gauntlet,Poni Gauntlet
poni-grove,poni-grove,Poni Grove
poni-meadow,poni-meadow,Poni Meadow
poni-plains,poni-plains,Poni Plains
poni-plains-seven-patches-in-middle,poni-plains,Poni Plains (Seven patches of grass in the middle)
poni-plains-three-patches-by-coastline,poni-plains,Poni Plains (Three patches of grass by the coastline)
poni-plains-three-patches-by-mountains,poni-plains,Poni Plains (Three patches of grass by the mountains)
poni-plains-two-big-patches-in-north-and-center,poni-plains,Poni Plains (Two big patches of grass in the north and center)
poni-wilds,poni-wilds,Poni Wilds
porto-marinada,porto-marinada,Porto Marinada
postwick,postwick,Postwick
potbottom-desert,potbottom-desert,Potbottom Desert
potbottom-desert-den-far-northeast-between-boulder-and-tree-common,potbottom-desert,Potbottom Desert (Den A - Far Northeast - between Boulder and Tree - Common)
potbottom-desert-den-far-northeast-between-boulder-and-tree-rare,potbottom-desert,Potbottom Desert (Den A - Far Northeast - between Boulder and Tree - Rare)
potbottom-desert-den-left-of-entrance-from-warm-up-tunnel-common,potbottom-desert,Potbottom Desert (Den B - Left of Entrance from Warm-Up Tunnel - Common)
potbottom-desert-den-left-of-entrance-from-warm-up-tunnel-rare,potbottom-desert,Potbottom Desert (Den B - Left of Entrance from Warm-Up Tunnel - Rare)
potbottom-desert-den-northwest-near-medium-sized-sand-dune-common,potbottom-desert,Potbottom Desert (Den C - Northwest - near Medium-Sized Sand Dune - Common)
potbottom-desert-den-northwest-near-medium-sized-sand-dune-rare,potbottom-desert,Potbottom Desert (Den C - Northwest - near Medium-Sized Sand Dune - Rare)
potbottom-desert-east-of-entrance-past-pair-of-rocks,potbottom-desert,Potbottom Desert (East of Entrance past Pair of Rocks)
potbottom-desert-near-top-of-tallest-hill-northeast-of-entrance,potbottom-desert,"Potbottom Desert (Near Top of Tallest Hill, Northeast of Entrance)"
potbottom-desert-north-of-east-den,potbottom-desert,Potbottom Desert (North of East Den)
potbottom-desert-north-of-entrance-east-of-small-tree,potbottom-desert,"Potbottom Desert (North of Entrance, East of Small Tree)"
potbottom-desert-north-of-entrance-past-small-tree,potbottom-desert,"Potbottom Desert (North of Entrance, past Small Tree)"
potbottom-desert-north-of-tallest-hill,potbottom-desert,Potbottom Desert (North of Tallest Hill)
potbottom-desert-northeast-of-den-northeast-of-entrance,potbottom-desert,"Potbottom Desert (Northeast of Den, Northeast of Entrance)"
potbottom-desert-on-east-side-of-hill-northeast-of-entrance,potbottom-desert,"Potbottom Desert (On East Side of Hill, Northeast of Entrance)"
potbottom-desert-west-of-den-northeast-of-entrance,potbottom-desert,"Potbottom Desert (West of Den, Northeast of Entrance)"
potbottom-desert-west-of-east-den,potbottom-desert,Potbottom Desert (West of East Den)
power-plant,power-plant,Power Plant
practice-field,jubilife-village,Practice Field
prelude-beach,jubilife-village,Prelude Beach
primeval-grotto,primeval-grotto,Primeval Grotto
professor-oaks-laboratory,professor-oaks-laboratory,Professor Oak's Laboratory
quasartico-inc-building,lumiose-city,Quesartico Inc. (Building)
racine-construction,lumiose-city,Racine Construction
ramanas-island,ramanas-island,Ramanas Island
ramanas-park,ramanas-park,Ramanas Park
ramanas-park-discovery-room,ramanas-park,Ramanas Park (Discovery Room)
ramanas-park-distortion-room,ramanas-park,Ramanas Park (Distortion Room)
ramanas-park-genome-room,ramanas-park,Ramanas Park (Genome Room)
ramanas-park-johto-room,ramanas-park,Ramanas Park (Johto Room)
ramanas-park-kanto-room,ramanas-park,Ramanas Park (Kanto Room)
ramanas-park-oceanic-room,ramanas-park,Ramanas Park (Oceanic Room)
ramanas-park-rainbow-room,ramanas-park,Ramanas Park (Rainbow Room)
ramanas-park-soul-room,ramanas-park,Ramanas Park (Soul Room)
ramanas-park-squall-room,ramanas-park,Ramanas Park (Squall Room)
ramanas-park-stratospheric-room,ramanas-park,Ramanas Park (Stratospheric Room)
ramanas-park-tectonic-room,ramanas-park,Ramanas Park (Tectonic Room)
random-around-kitakami,random-around-kitakami,Random (Around Kitakami)
random-around-paldea,random-around-paldea,Random (Around Paldea)
random-around-terrarium,random-around-terrarium,Random (Around Terrarium)
ravaged-path,ravaged-path,Ravaged Path
reflection-cave,reflection-cave,Reflection Cave
relic-castle,relic-castle,Relic Castle
relic-castle-1f,relic-castle,Relic Castle (1F)
relic-castle-b1f,relic-castle,Relic Castle (B1F)
relic-castle-b2f,relic-castle,Relic Castle (B2F)
relic-castle-b3f,relic-castle,Relic Castle (B3F)
relic-castle-b4f,relic-castle,Relic Castle (B4F)
relic-castle-b5f,relic-castle,Relic Castle (B5F)
relic-castle-b6f,relic-castle,Relic Castle (B6F)
relic-castle-lowest-floor,relic-castle,Relic Castle (Lowest Floor)
relic-castle-volcaronas-room,relic-castle,Relic Castle (Volcarona's Room)
relic-castle-volcarons-room-and-room-outside,relic-castle,Relic Castle (Volcarona’s Room and Room Outside)
relic-passage,relic-passage,Relic Passage
relic-passage-exit-to-castelia-city,relic-passage,Relic Passage (Exit to Castelia City)
relic-passage-exit-to-driftveil-city,relic-passage,Relic Passage (Exit to Driftveil City)
relic-passage-middle,relic-passage,Relic Passage (Middle)
resolution-cave,resolution-cave,Resolution Cave
resolution-cave-inside,resolution-cave,Resolution Cave (Inside)
resolution-cave-outside,resolution-cave,Resolution Cave (Outside)
resort-area,resort-area,Resort Area
resort-gorgeous,resort-gorgeous,Resort Gorgeous
revelers-road,revelers-road,Reveler's Road
revelers-road-bamboo-forest,revelers-road,Reveler's Road (Bamboo Forest)
revelers-road-crater-cave,revelers-road,Reveler's Road (Crater Cave)
revelers-road-crater-rocky-area,revelers-road,Reveler's Road (Crater Rocky Area)
revelers-road-prairie,revelers-road,Reveler's Road (Prairie)
revelers-road-riverside,revelers-road,Reveler's Road (Riverside)
revelers-road-rocky-area,revelers-road,Reveler's Road (Rocky Area)
reversal-mountain,reversal-mountain,Reversal Mountain
reversal-mountain-inside,reversal-mountain,Reversal Mountain (Inside)
reversal-mountain-outside,reversal-mountain,Reversal Mountain (Outside)
riverbank-cave,riverbank-cave,Riverbank Cave
roaring-sea-caves,roaring-sea-caves,Roaring Sea Caves
rock-peak-ruins-galar,rock-peak-ruins-galar,Rock Peak Ruins (Galar)
rock-peak-ruins-sinnoh,rock-peak-ruins-sinnoh,Rock Peak Ruins (Sinnoh)
rock-tunnel-1f,rock-tunnel,Rock Tunnel (1F)
rock-tunnel-b1f,rock-tunnel,Rock Tunnel (B1F)
rocket-warehouse,five-isle-meadow,Rocket Warehouse
rocky-cave,rocky-cave,Rocky Cave
rolling-fields,rolling-fields,Rolling Fields
rolling-fields-den-along-cliff-wall-south-of-circular-field-of-grass-northeast-of-meetup-spot-common,rolling-fields,Rolling Fields (Den A - Along Cliff Wall South of Circular Field of Grass - Northeast of Meetup Spot - Common)
rolling-fields-den-along-cliff-wall-south-of-circular-field-of-grass-northeast-of-meetup-spot-rare,rolling-fields,Rolling Fields (Den A - Along Cliff Wall South of Circular Field of Grass - Northeast of Meetup Spot - Rare)
rolling-fields-den-in-circular-field-of-grass-northeast-of-meetup-spot-common,rolling-fields,Rolling Fields (Den B - In Circular Field of Grass - Northeast of Meetup Spot - Common)
rolling-fields-den-in-circular-field-of-grass-northeast-of-meetup-spot-rare,rolling-fields,Rolling Fields (Den B - In Circular Field of Grass - Northeast of Meetup Spot - Rare)
rolling-fields-den-in-half-circle-field-of-grass-in-west-end-of-rolling-fields-common,rolling-fields,Rolling Fields (Den C - In Half-Circle Field of Grass - West End of Rolling Fields - Common)
rolling-fields-den-in-half-circle-field-of-grass-in-west-end-of-rolling-fields-rare,rolling-fields,Rolling Fields (Den C - In Half-Circle Field of Grass - West End of Rolling Fields - Rare)
rolling-fields-den-in-nook-in-southern-cliff-wall-west-of-meetup-spot-common,rolling-fields,Rolling Fields (Den D - In Nook in Southern Cliff Wall - West of Meetup Spot - Common)
rolling-fields-den-in-nook-in-southern-cliff-wall-west-of-meetup-spot-rare,rolling-fields,Rolling Fields (Den D - In Nook in Southern Cliff Wall - West of Meetup Spot - Rare)
rolling-fields-den-north-of-circular-field-of-grass-northeast-of-meetup-spot-common,rolling-fields,Rolling Fields (Den E - North of Circular Field of Grass - Northeast of Meetup Spot - Common)
rolling-fields-den-north-of-circular-field-of-grass-northeast-of-meetup-spot-rare,rolling-fields,Rolling Fields (Den E - North of Circular Field of Grass - Northeast of Meetup Spot - Rare)
rolling-fields-den-northwest-of-meetup-spot-close-to-border-with-west-lake-axewell-common,rolling-fields,Rolling Fields (Den F - Northwest of Meetup Spot - Close to Border with West Lake Axewell - Common)
rolling-fields-den-northwest-of-meetup-spot-close-to-border-with-west-lake-axewell-rare,rolling-fields,Rolling Fields (Den F - Northwest of Meetup Spot - Close to Border with West Lake Axewell - Rare)
rolling-fields-den-on-promontory-overlooking-lake-miloch-in-southeast-end-of-rolling-fields-common,rolling-fields,Rolling Fields (Den G - On Promontory Overlooking Lake Miloch - Southeast End of Rolling Fields - Common)
rolling-fields-den-on-promontory-overlooking-lake-miloch-in-southeast-end-of-rolling-fields-rare,rolling-fields,Rolling Fields (Den G - On Promontory Overlooking Lake Miloch - Southeast End of Rolling Fields - Rare)
rolling-fields-den-west-of-meetup-spot-between-grass-fields-near-southern-cliff-wall-common,rolling-fields,Rolling Fields (Den H - West of Meetup Spot - Between Grass Fields Near Southern Cliff Wall - Common)
rolling-fields-den-west-of-meetup-spot-between-grass-fields-near-southern-cliff-wall-rare,rolling-fields,Rolling Fields (Den H - West of Meetup Spot - Between Grass Fields Near Southern Cliff Wall - Rare)
rolling-fields-den-west-of-path-running-north-from-meetup-spot-common,rolling-fields,Rolling Fields (Den I - West of Path Running North from Meetup Spot - Common)
rolling-fields-den-west-of-path-running-north-from-meetup-spot-rare,rolling-fields,Rolling Fields (Den I - West of Path Running North from Meetup Spot - Rare)
rolling-fields-east-half-of-rolling-fields-north-of-field-of-grass-encircling-den,rolling-fields,"Rolling Fields (East Half of Rolling Fields, North of Field of Grass Encircling Den)"
rolling-fields-east-half-of-rolling-fields-southeast-of-field-of-grass-encircling-den,rolling-fields,"Rolling Fields (East Half of Rolling Fields, Southeast of Field of Grass Encircling Den)"
rolling-fields-east-half-of-rolling-fields-west-of-field-of-grass-encircling-den,rolling-fields,"Rolling Fields (East Half of Rolling Fields, West of Field of Grass Encircling Den)"
rolling-fields-most-patches,rolling-fields,Rolling Fields (Most Patches)
rolling-fields-south-of-west-lake-axewell-border,rolling-fields,Rolling Fields (South of West Lake Axewell Border)
rolling-fields-west-half-of-rolling-fields,rolling-fields,Rolling Fields (West Half of Rolling Fields)
rolling-fields-west-half-of-rolling-fields-in-cove-of-cliffs-in-south-containing-den,rolling-fields,"Rolling Fields (West Half of Rolling Fields, in Cove of Cliffs in South, Containing Den)"
