move,name_en,name_ja,name_ja_hrkt,name_ja_roma,name_fr,name_de,name_es,name_es_419,name_it,name_ko,name_ko_latn,name_zh_hant,name_zh_hans,name_zh_latn
catastropika,Catastropika,ひっさつのピカチュート,ひっさつのピカチュート,Hissatsu no Pikachūto,Pikachute Foudroyante,Perfektes Pika-Projektil,Pikavoltio Letal,Pikavoltio Letal,Super Pikaboom,필살피카슛,Pilsal Pika-shoot,皮卡皮卡必殺擊,皮卡皮卡必杀击,Píkǎ Píkǎ Bìshājí / Píkǎ Píkǎ Bìshājī / Pika Pika Bītsaatgīk
shore-up,Shore Up,すなあつめ,すなあつめ,Sunaatsume,Amass’Sable,Sandsammler,Recogearena,Recogearena,Sabbiaccumulo,모래모으기,Morae Moeugi,集沙,集沙,Jíshā / Jaahpsā
first-impression,First Impression,であいがしら,であいがしら,Deaigashira,Escarmouche,Überrumpler,Escaramuza,Escaramuza,Schermaglia,만나자마자,Mannajamaja,迎頭一擊,迎头一击,Yíngtóu Yījí / Yíngtóu Yījī / Yìhngtàuh Yātgīk
baneful-bunker,Baneful Bunker,トーチカ,トーチカ,Tochka,Blockhaus,Bunker,Búnker,Búnker,Fortino,토치카,Tochka,碉堡,碉堡,Diāobǎo / Dīubóu
spirit-shackle,Spirit Shackle,かげぬい,かげぬい,Kagenui,Tisse Ombre,Schattenfessel,Puntada Sombría,Puntada Sombría,Cucitura d’Ombra,그림자꿰매기,Geurimja Kkwemaegi,縫影,缝影,Fèng Yǐng / Fùhng Yéng
darkest-lariat,Darkest Lariat,ＤＤラリアット,ＤＤラリアット,DD Rariatto,Dark Lariat,Dark Lariat,Lariat Oscuro,Lariat Oscuro,Braccioteso,DD래리어트,DD Lariat,ＤＤ金勾臂,ＤＤ金勾臂,DD Jīn-Gōubì / DD Gām-Āubei
sparkling-aria,Sparkling Aria,うたかたのアリア,うたかたのアリア,Utakata no Aria,Aria de l’Écume,Schaumserenade,Aria Burbuja,Aria Burbuja,Canto Effimero,물거품아리아,Mulgeopum Aria,泡影的詠歎調,泡影的咏叹调,Pàoyǐng-de Yǒngtàndiào / Pāauyéng-dī Wihngtaandiuh
ice-hammer,Ice Hammer,アイスハンマー,アイスハンマー,Aise Hanmā,Marteau de Glace,Eishammer,Martillo Hielo,Martillo Hielo,Martelgelo,아이스해머,Ice Hammer,冰錘,冰锤,Bīngchuí / Bīngchèuih
floral-healing,Floral Healing,フラワーヒール,フラワーヒール,Furawā Hīru,Soin Floral,Florakur,Cura Floral,Flores Sanadoras,Cura Floreale,플라워힐,Flower Heal,花療,花疗,Huāliáo / Fālìuh
high-horsepower,High Horsepower,１０まんばりき,１０まんばりき,Jūman Bariki,Cavalerie Lourde,Pferdestärke,Fuerza Equina,Fuerza Equina,Forza Equina,10만마력,Sipman Maryeok,十萬馬力,十万马力,Shíwàn Mǎlì / Sahpmaahn Máhlihk
strength-sap,Strength Sap,ちからをすいとる,ちからをすいとる,Chikara o Suitoru,Vole-Force,Kraftabsorber,Absorbefuerza,Absorbefuerza,Assorbiforza,힘흡수,Him Heubsu,吸取力量,吸取力量,Xīqǔ Lìliàng / Kāpchéui Lihkleuhng
solar-blade,Solar Blade,ソーラーブレード,ソーラーブレード,Sōrā Burēdo,Lame Solaire,Solarklinge,Cuchilla Solar,Cuchillada Solar,Lama Solare,솔라블레이드,Solar Blade,日光刃,日光刃,Rìguāng Rèn / Yahtgwōng Yahn
leafage,Leafage,このは,このは,Ko no Ha,Feuillage,Blattwerk,Follaje,Follaje,Fogliame,나뭇잎,Namusip,樹葉,树叶,Shùyè / Syuhyihp
spotlight,Spotlight,スポットライト,スポットライト,Supottoraito,Projecteur,Rampenlicht,Foco,Foco,Riflettore,스포트라이트,Spotlight,聚光燈,聚光灯,Jùguāngdēng / Jeuihgwōngdāng
toxic-thread,Toxic Thread,どくのいと,どくのいと,Doku no Ito,Fil Toxique,Giftfaden,Hilo Venenoso,Hilo Venenoso,Velenotela,독실,Doksil,毒絲,毒丝,Dúsī / Duhksī
laser-focus,Laser Focus,とぎすます,とぎすます,Togisumasu,Affilage,Konzentration,Aguzar,Agudizar,Concentrazione,예민해지기,Yeminhaejigi,磨礪,磨砺,Mólì / Mòhlaih
gear-up,Gear Up,アシストギア,アシストギア,Ashisuto Gia,Engrenage,Hilfsmechanik,Piñón Auxiliar,Engranajes,Marciainpiù,어시스트기어,Assist Gear,輔助齒輪,辅助齿轮,Fǔzhù Chǐlún / Fuhjoh Chílèuhn
throat-chop,Throat Chop,じごくづき,じごくづき,Jigokuzuki,Exécu-Son,Neck Strike,Golpe Mordaza,Golpe al Cuello,Colpo Infernale,지옥찌르기,Jiok Jjileugi,地獄突刺,地狱突刺,Dìyù Tūcì / Deihyuhk Dahtchi
pollen-puff,Pollen Puff,かふんだんご,かふんだんご,Kafun Dango,Boule Pollen,Pollenknödel,Bola de Polen,Bola de Polen,Sferapolline,꽃가루경단,Kkotgaru Gyeongdan,花粉團,花粉团,Huāfěntuán / Fāfántyùhn
anchor-shot,Anchor Shot,アンカーショット,アンカーショット,Ankā Shotto,Ancrage,Ankerschuss,Anclaje,Anclaje,Colpo d’Ancora,앵커샷,Anchor Shot,擲錨,掷锚,Zhímáo / Zhìmáo / Jaahkmàauh
psychic-terrain,Psychic Terrain,サイコフィールド,サイコフィールド,Saiko Fīrudo,Champ Psychique,Psychofeld,Campo Psíquico,Campo Psíquico,Campo Psichico,사이코필드,Psycho Field,精神場地,精神场地,Jīngshén Chǎngdì / Jīngsàhn Chèuhngdeih
lunge,Lunge,とびかかる,とびかかる,Tobikakaru,Furie-Bond,Anfallen,Plancha,Plancha,Assalto,덤벼들기,Deombyeodeulgi,猛撲,猛扑,Měngpū / Máahngpok
fire-lash,Fire Lash,ほのおのムチ,ほのおのムチ,Honō no Muchi,Fouet de Feu,Feuerpeitsche,Látigo Ígneo,Látigo Ígneo,Frusta di Fuoco,불꽃채찍,Bulkkot Chaejjik,火焰鞭,火焰鞭,Huǒyànbiān / Fóyihmbīn
power-trip,Power Trip,つけあがる,つけあがる,Tsukeagaru,Arrogance,Überheblichkeit,Chulería,Arrogancia,Tracotanza,기어오르기,Gieo-oreugi,囂張,嚣张,Xiāozhāng / Hīujēung
burn-up,Burn Up,もえつきる,もえつきる,Moetsukiru,Flamme Ultime,Ausbrennen,Llama Final,Llama Final,Ultima Fiamma,불사르기,Bulsareugi,燃盡,燃尽,Ránjìn / Yìhnjeuhn
speed-swap,Speed Swap,スピードスワップ,スピードスワップ,Supīdo Suwappu,Permuvitesse,Initiativetausch,Cambiavelocidad,Cambiavelocidad,Velociscambio,스피드스왑,Speed Swap,速度互換,速度互换,Sùdù Hùhuàn / Chūkdohk Wuhwuhn
smart-strike,Smart Strike,スマートホーン,スマートホーン,Smāto Hōn,Estocorne,Schmalhorn,Cuerno Certero,Cuerno Certero,Sottilcorno,스마트혼,Smart Horn,修長之角,修长之角,Xiūcháng-zhī Jiǎo / Sāuchèuhng-jī Gok
purify,Purify,じょうか,じょうか,Jōka,Purification,Läuterung,Purificación,Purificación,Purificazione,정화,Jeonghwa,淨化,净化,Jìnghuà / Jihngfa
revelation-dance,Revelation Dance,めざめるダンス,めざめるダンス,Mezameru Dansu,Danse Éveil,Wecktanz,Danza Despertar,Danza Revelación,Mutadanza,잠재댄스,Jamjae Dance,覺醒之舞,觉醒之舞,Juéxǐng-zhī Wǔ / Goksíng-jī Móuh
core-enforcer,Core Enforcer,コアパニッシャー,コアパニッシャー,Koa Panisshā,Sanction Suprême,Sanktionskern,Núcleo Castigo,Núcleo Castigo,Nucleocastigo,코어퍼니셔,Core Punisher,核心懲罰者,核心惩罚者,Héxīn Chéngfázhě / Hahtsām Chìhngfahtjé
trop-kick,Trop Kick,トロピカルキック,トロピカルキック,Toropikaru Kikku,Botte Sucrette,Tropenkick,Patada Tropical,Patada Tropical,Tropicalcio,트로피컬킥,Tropical Kick,熱帶踢,热带踢,Rèdài Tī / Yihtdaai Tek
instruct,Instruct,さいはい,さいはい,Saihai,Sommation,Kommando,Mandato,Mandato,Imposizione,지휘,Jihwi,號令,号令,Hàolìng / Houhlihng
beak-blast,Beak Blast,くちばしキャノン,くちばしキャノン,Kuchibashi Kyanon,Bec-Canon,Schnabelkanone,Pico Cañón,Pico Cañón,Cannonbecco,부리캐논,Buri Cannon,鳥嘴加農炮,鸟嘴加农炮,Niǎozuǐ Jiānóngpào / Níuhjéui Gānùhngpàauh
clanging-scales,Clanging Scales,スケイルノイズ,スケイルノイズ,Sukeiru Noizu,Vibrécaille,Schuppenrasseln,Fragor Escamas,Fragor Escamas,Clamorsquame,스케일노이즈,Scale Noise,鱗片噪音,鳞片噪音,Línpiàn Zàoyīn / Lèuhnpín Chouyām
dragon-hammer,Dragon Hammer,ドラゴンハンマー,ドラゴンハンマー,Doragon Hanmā,Draco-Marteau,Drachenhammer,Martillo Dragón,Martillo Dragón,Marteldrago,드래곤해머,Dragon Hammer,龍錘,龙锤,Lóngchuí / Lùhngchèuih
brutal-swing,Brutal Swing,ぶんまわす,ぶんまわす,Bunmawasu,Centrifugifle,Wirbler,Giro Vil,Giro Vil,Vorticolpo,세차게휘두르기,Sechage Hwiduleugi,狂舞揮打,狂舞挥打,Kuángwǔ Huīdǎ / Kwòhngmóuh Fāidá
aurora-veil,Aurora Veil,オーロラベール,オーロラベール,Ōrora Bēru,Voile Aurore,Auroraschleier,Velo Aurora,Velo Aurora,Velaurora,오로라베일,Aurora Veil,極光幕,极光幕,Jíguāngmù / Gihkgwōngmohk
sinister-arrow-raid,Sinister Arrow Raid,シャドーアローズストライク,シャドーアローズストライク,Shadō Arōzu Sutraiku,Fureur des Plumes Spectrales,Schatten-Pfeilregen,Aluvión de Flechas Sombrías,Aluvión de Flechas Sombrías,Dardoassalto Spettrale,섀도애로우즈스트라이크,Shadow Arrows Strike,遮天蔽日暗影箭,遮天蔽日暗影箭,Zhētiān-Bìrì Ànyǐngjiàn / Jētīn-Baiyaht Amyíngjin
malicious-moonsault,Malicious Moonsault,ハイパーダーククラッシャー,ハイパーダーククラッシャー,Haipā Dāku Kurasshā,Dark Body Press,Hyper Dark Crusher,Hiperplancha Oscura,Hiperplancha Oscura,Iperschianto delle Tenebre,하이퍼다크크러셔,Hyper Dark Crusher,極惡飛躍粉碎擊,极恶飞跃粉碎击,Jí'è Fēiyuè Fěnsuìjí / Jí'è Fēiyuè Fěnsuìjī / Gihk'ok Fēiyeuhk Fánseuigīk
oceanic-operetta,Oceanic Operetta,わだつみのシンフォニア,わだつみのシンフォニア,Wadatsumi no Shinfonia,Symphonie des Ondines,Grandiose Meeressymphonie,Sinfonía de la Diva Marina,Sinfonía de la Diva Marina,Sinfonia del Mare,바다의심포니,Bada-ui Symphony,海神莊嚴交響樂,海神庄严交响乐,Hǎishén Zhuāngyán Jiāoxiǎngyuè / Hóisàhn Jōngyìhm Gāauhéungngohk
guardian-of-alola,Guardian of Alola,ガーディアン・デ・アローラ,ガーディアン・デ・アローラ,Gādian de Arora,Colère du Gardien d’Alola,Alolas Wächter,Cólera del Guardián,Cólera del Guardián,Collera del Guardiano,알로라의수호자,Alola-ui Suhoja,巨人衛士・阿羅拉,巨人卫士・阿罗拉,Jùrén Wèishì Āluólā / Geuihyàhn Waihsih Álòhlā
soul-stealing-7-star-strike,Soul-Stealing 7-Star Strike,しちせいだっこんたい,しちせいだっこんたい,Shichisei Dakkontai,Fauche-Âme des Sept Étoiles,Sternbild des Seelenraubes,Constelación Robaalmas,Constelación Robaalmas,Colpo Eptastellare Rubanima,칠성탈혼퇴,Chilseong Talhontoe,七星奪魂腿,七星夺魂腿,Qīxīng Duóhúntuǐ / Chātsēng Dyuhtwàhntéui
stoked-sparksurfer,Stoked Sparksurfer,ライトニングサーフライド,ライトニングサーフライド,Raitoningu Sāfu Raido,Électro-Surf Survolté,Blitz-Wellenritt,Surfeo Galvánico,Surfeo Galvánico,Elettrosurf Folgorante,라이트닝서프라이드,Lightning Surf Ride,駕雷馭電戲衝浪,驾雷驭电戏冲浪,Jiàléi-Yùdiàn Xìchōnglàng / Galèuih-Yuhdihn Heichūnglohng
pulverizing-pancake,Pulverizing Pancake,ほんきをだす　こうげき,ほんきをだす　こうげき,Honki o Dasu Kōgeki,Gare au Ronflex,Schluss mit lustig,Arrojo Intempestivo,Arrojo Intempestivo,Adesso Faccio sul Serio,진심의공격,Jinsim-ui Gonggyeok,認真起來大爆擊,认真起来大爆击,Rènzhēn Qǐlái Dàbàojí / Rènzhēn Qǐlái Dàbàojī / Yihngjān Héilèih Daaihbaaugīk
extreme-evoboost,Extreme Evoboost,ナインエボルブースト,ナインエボルブースト,Nain Eboru Būsuto,Neuf pour Un,Macht der Neun,Novena Potencia,Novena Potencia,Potenziamento Eevolutivo,나인이볼부스트,Nine Evol Boost,九彩昇華齊聚頂,九彩升华齐聚顶,Jiǔcǎi Shēnghuá Qíjùdǐng / Gáuchói Sīngwàh Chàihjeuihdéng
genesis-supernova,Genesis Supernova,オリジンズスーパーノヴァ,オリジンズスーパーノヴァ,Orijinzu Sūpānova,Supernova Originelle,Supernova des Ursprungs,Supernova Original,Supernova Original,Supernova delle Origini,오리진즈슈퍼노바,Origins Supernova,起源超新星大爆炸,起源超新星大爆炸,Qǐyuán Chāoxīnxīng Dàbàozhà / Héiyùhn Chīusānsēng Daaihbaauja
shell-trap,Shell Trap,トラップシェル,トラップシェル,Torappu Sheru,Carapiège,Panzerfalle,Coraza Trampa,Trampa Coraza,Gusciotrappola,트랩셸,Trap Shell,陷阱甲殼,陷阱甲壳,Xiànjǐng Jiǎké / Hahmjehng Gaaphok
fleur-cannon,Fleur Cannon,フルールカノン,フルールカノン,Frūru Kanon,Canon Floral,Kanonenbouquet,Cañón Floral,Cañón Floral,Cannonfiore,플뢰르캐논,Fleur Cannon,花朵加農炮,花朵加农炮,Huāduǒ Jiānóngpào / Fādó Gānùhngpàauh
psychic-fangs,Psychic Fangs,サイコファング,サイコファング,Saiko Fangu,Psycho-Croc,Psychobeißer,Psicocolmillo,Psicocolmillo,Psicozanna,사이코팽,Psycho Fang,精神之牙,精神之牙,Jīngshén-zhī Yá / Jīngsàhn-jī Ngàh
stomping-tantrum,Stomping Tantrum,じだんだ,じだんだ,Jidanda,Trépignement,Fruststampfer,Pataleta,Pataleta,Battipiedi,분함의발구르기,Bunhamui Balgureugi,跺腳,跺脚,Duòjiǎo / Dógeuk
shadow-bone,Shadow Bone,シャドーボーン,シャドーボーン,Shadō Bōn,Os Ombre,Schattenknochen,Hueso Sombrío,Hueso Sombrío,Ossotetro,섀도본,Shadow Bone,暗影之骨,暗影之骨,Ànyǐng-zhī Gǔ / Amyíng-jī Gwāt
accelerock,Accelerock,アクセルロック,アクセルロック,Akuseru Rokku,Vif Roc,Turbofelsen,Roca Veloz,Roca Veloz,Rocciarapida,액셀록,Accel Rock,衝岩,冲岩,Chōngyán / Chūngngàahm
liquidation,Liquidation,アクアブレイク,アクアブレイク,Akua Bureiku,Aqua-Brèche,Aquadurchstoß,Hidroariete,Hidroariete,Idrobreccia,아쿠아브레이크,Aqua Break,水流裂破,水流裂破,Shuǐliú Lièpò / Séuilàuh Lihtpo
prismatic-laser,Prismatic Laser,プリズムレーザー,プリズムレーザー,Purizumu Rēzā,Laser Prisme,Prisma-Laser,Láser Prisma,Láser Prisma,Prismalaser,프리즘레이저,Prism Laser,稜鏡鐳射,棱镜镭射,Léngjìng Léishè / Lìhnggeng Lèuihseh
spectral-thief,Spectral Thief,シャドースチール,シャドースチール,Shadō Suchīru,Clepto-Mânes,Diebesschatten,Robasombra,Robasombra,Ombrafurto,섀도스틸,Shadow Steal,暗影偷盜,暗影偷盗,Ànyǐng Tōudào / Amyíng Tāudouh
sunsteel-strike,Sunsteel Strike,メテオドライブ,メテオドライブ,Meteo Doraibu,Choc Météore,Stahlgestirn,Meteoimpacto,Meteoimpacto,Astrocarica,메테오드라이브,Meteor Drive,流星閃衝,流星闪冲,Liúxīng Shǎnchōng / Làuhsīng Símchūng
moongeist-beam,Moongeist Beam,シャドーレイ,シャドーレイ,Shadō Rei,Rayon Spectral,Schattenstrahl,Rayo Umbrío,Rayo Umbrío,Raggio d’Ombra,섀도레이,Shadow Ray,暗影之光,暗影之光,Ànyǐng-zhī Guāng / Amyíng-jī Gwōng
tearful-look,Tearful Look,なみだめ,なみだめ,Namida Me,Larme à l’Œil,Tränendrüse,Ojos Llorosos,Ojos Llorosos,Occhionilucidi,눈물그렁그렁,Nunmul Geureong-geureong,淚眼汪汪,泪眼汪汪,Lèiyǎn Wāngwāng / Leuihngáahn Wōngwōng
zing-zap,Zing Zap,びりびりちくちく,びりびりちくちく,Biribiri Chikuchiku,Électrikipik,Elektropikser,Electropunzada,Electropunzada,Elettropizzico,찌리리따끔따끔,Jjiriri Ttakkeumttakkeum,麻麻刺刺,麻麻刺刺,Mámá Cìcì / Màhmàh Chichi
natures-madness,Nature’s Madness,しぜんのいかり,しぜんのいかり,Shizen no Ikari,Ire de la Nature,Naturzorn,Furia Natural,Ira Natural,Ira della Natura,자연의분노,Jayeon-ui Bunno,自然之怒,自然之怒,Zìrán-zhī Nù / Jihyìhn-jī Nouh
multi-attack,Multi-Attack,マルチアタック,マルチアタック,Maruchi Atakku,Coup Varia-Type,Multi-Angriff,Multiataque,Multiataque,Multiattacco,멀티어택,Multi Attack,多屬性攻擊,多属性攻击,Duō Shǔxìng Gōngjí / Dō Suhksing Gūnggīk
10-000-000-volt-thunderbolt,"10,000,000 Volt Thunderbolt",１０００まんボルト,１０００まんボルト,Senman Boruto,Giga-Tonnerre,Tausendfacher Donnerblitz,Gigarrayo Fulminante,Gigarrayo Fulminante,Iperfulmine,1000만볼트,Cheonman Volt,千萬伏特,千万伏特,Qiānwàn Fútè / Chīnmaahn Fuhkdahk
mind-blown,Mind Blown,ビックリヘッド,ビックリヘッド,Bikkuri Heddo,Caboche-Kaboum,Knallkopf,Cabeza Sorpresa,Cabeza Sorpresa,Sbalorditesta,깜짝헤드,Kkamjjak Head,驚爆大頭,惊爆大头,Jīngbào Dàtóu / Gīngbaau Daaihtàuh
plasma-fists,Plasma Fists,プラズマフィスト,プラズマフィスト,Purazuma Fisuto,Plasma Punch,Plasmafäuste,Puños Plasma,Puños Plasma,Pugni Plasma,플라스마피스트,Plasma Fist,等離子閃電拳,等离子闪电拳,Děnglízǐ Shǎndiàn Quán / Dánglèihjí Símdihn Kyùhn
photon-geyser,Photon Geyser,フォトンゲイザー,フォトンゲイザー,Foton Geizā,Photo-Geyser,Photonen-Geysir,Géiser Fotónico,Géiser Fotónico,Geyser Fotonico,포톤가이저,Photon Geyser,光子噴湧,光子喷涌,Guāngzǐ Pēnyǒng / Gwōngjí Panyúng
light-that-burns-the-sky,Light That Burns the Sky,てんこがすめつぼうのひかり,てんこがすめつぼうのひかり,Ten Kogasu Metsubō no Hikari,Apocalypsis Luminis,Licht des Erlöschens,Fotodestrucción Apocalíptica,Fotodestrucción Apocalíptica,Fotodistruzione Apocalittica,하늘을태우는멸망의빛,Haneureul Tae-uneun Myeolmang-ui bit,焚天滅世熾光爆,焚天灭世炽光爆,Féntiān-Mièshì Chìguāngbào / Fàhntīn-Mihtsai Chigwōngbaau
searing-sunraze-smash,Searing Sunraze Smash,サンシャインスマッシャー,サンシャインスマッシャー,Sanshain Sumasshā,Hélio-Choc Dévastateur,Schmetternde Sonnenwalze,Embestida Solar,Embestida Solar,Supercollisione Solare,선샤인스매셔,Sunshine Smasher,日光迴旋下蒼穹,日光回旋下苍穹,Rìguāng Huíxuán Xiàcāngqiōng / Rìguāng Huíxuán Xiàcāngqióng / Yahtgwōng Wùihsyùhn Hahchōngkùhng
menacing-moonraze-maelstrom,Menacing Moonraze Maelstrom,ムーンライトブラスター,ムーンライトブラスター,Mūnraito Burasutā,Rayons Séléno-Explosifs,Geballter Mondlaser,Deflagración Lunar,Deflagración Lunar,Deflagrazione Lunare,문라이트블래스터,Moonlight Blaster,月華飛濺落靈霄,月华飞溅落灵霄,Yuèhuá Fēijiàn Luòlíngxiāo / Yuhtwàh Fēijin Lohklìhngsīu
lets-snuggle-forever,Let’s Snuggle Forever,ぽかぼかフレンドタイム,ぽかぼかフレンドタイム,Poka-Boka Furendo Taimu,Patati-Patattrape,Herzliche Knuddelkloppe,Somanta Amistosa,Somanta Amistosa,Dolcesacco di Botte,투닥투닥프렌드타임,Tudak-Tudak Friend Time,親密無間大亂揍,亲密无间大乱揍,Qīnmì-Wújiàn Dàluànzòu / Chānmaht-Mòuhgaan Daaihlyuhnjau
splintered-stormshards,Splintered Stormshards,ラジアルエッジストーム,ラジアルエッジストーム,Rajiaru Ejjistōmu,Hurlement des Roches-Lames,Fataler Steinregen,Tempestad Rocosa,Tempestad Rocosa,Litotempesta Radiale,레이디얼에지스톰,Radial Edgestorm,狼嘯石牙颶風暴,狼啸石牙飓风暴,Lángxiào Shíyá Jùfēngbào / Lòhngsiu Sehkngàh Geuihfūngbouh
clangorous-soulblaze,Clangorous Soulblaze,ブレイジングソウルビート,ブレイジングソウルビート,Bureijingu Sōrubīto,Dracacophonie Flamboyante,Rasselnder Seelentanz,Estruendo Implacable,Estruendo Implacable,Dracofonia Divampante,브레이징소울비트,Blazing Soulbeat,熾魂熱舞烈音爆,炽魂热舞烈音爆,Chìhún Rèwǔ Lièyīnbào / Chiwàhn Yihtmóuh Lihtyāmbaau
zippy-zap,Zippy Zap,ばちばちアクセル,ばちばちアクセル,Bachibachi Akuseru,Pika-Sprint,Britzelturbo,Pikaturbo,Pikaturbo,Sprintaboom,파찌파찌액셀,Pajji-Pajji Accel,電電加速,电电加速,Diàndiàn Jiāsù / Dihndihn Gāchūk
splishy-splash,Splishy Splash,ざぶざぶサーフ,ざぶざぶサーフ,Zabuzabu Sāfu,Pika-Splash,Plätschersurfer,Salpikasurf,Salpikasurf,Surfasplash,참방참방서핑,Chambangchambang Surfing,滔滔衝浪,滔滔冲浪,Tāotāo Chōnglàng / Tōutōu Chūnglohng
floaty-fall,Floaty Fall,ふわふわフォール,ふわふわフォール,Fuwafuwa Fōru,Pika-Piqué,Schwebesturz,Pikapicado,Pikapicado,Piombaflap,둥실둥실폴,Dungsildungsil Fall,飄飄墜落,飘飘坠落,Piāopiāo Zhuìluò / Pīupīu Jeuihlohk
pika-papow,Pika Papow,ピカピカサンダー,ピカピカサンダー,Pikapika Sandā,Pika-Fracas,Pika-Flash,Pikatormenta,Pikatormenta,Pikasaetta,피카피카썬더,Pikapika Thunder,閃閃雷光,闪闪雷光,Shǎnshǎn Léiguāng / Símsím Lèuihgwōng
bouncy-bubble,Bouncy Bubble,いきいきバブル,いきいきバブル,Ikiiki Baburu,Évo-Thalasso,Blubbsauger,Vapodrenaje,Vapodrenaje,Bollaslurp,생생버블,Saengsaeng Bubble,活活氣泡,活活气泡,Huóhuó Qìpào / Wuhtwuht Heipóuh
buzzy-buzz,Buzzy Buzz,びりびりエレキ,びりびりエレキ,Biribiri Ereki,Évo-Dynamo,Knisterladung,Joltioparálisis,Joltioparálisis,Elettrozap,찌릿찌릿일렉,Jjiritjjirit Elec,麻麻電擊,麻麻电击,Mámá Diànjí / Mámá Diànjī / Màhmàh Dihngīk
